X,Y
7,9
7,8
1,5
1,4
1,3
2,3
2,4
3,4
2,4
2,5
2,6
2,7
2,6
1,6
1,7
2,7
3,7
7,1
7,2
7,3
8,3
2,9
8,1
8,0
9,1
10,1
10,2
10,3
