X,Y
6,3
6,4
5,4
6,4
7,4
8,4
8,3
7,3
7,2
6,2
7,2
9,3
9,2
9,1
8,1
8,0
9,0
8,0
7,0
8,0
2,1
2,2
3,2
4,2
3,2
2,2
1,2
0,2
0,3
0,2
2,5
1,5
