Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,12,9,0
1,8,0,0,12,8,-1
0,8,1,0,12,7,-1
0,8,2,0,13,7,-1
1,9,2,1,14,7,-1
0,9,3,0,14,8,-1
2,9,2,1,14,7,-1
0,9,3,1,14,6,-1
0,9,4,0,14,7,-1
3,8,4,0,13,7,-1
3,7,4,0,13,8,-1
0,7,5,1,11,8,-1
2,7,4,1,10,8,-1
2,7,3,1,10,7,-1
1,8,3,0,10,6,-1
0,8,4,0,10,7,-1
3,7,4,1,10,8,-1
2,7,3,0,10,6,-1
2,7,2,0,10,7,-1
0,7,3,1,9,7,-1
3,6,3,1,9,6,-1
3,5,3,1,8,7,-1
3,4,3,1,7,7,-1
3,3,3,1,6,6,-1
2,3,2,1,7,5,-1
3,2,2,1,8,4,-1
3,1,2,1,6,4,-1
2,1,1,1,5,4,-1
3,0,1,1,5,3,-1
2,0,0,1,3,3,-1
1,1,0,1,3,2,-1
3,0,0,1,2,2,-1
0,0,1,1,1,1,-1
0,0,2,1,0,2,-101
0,0,2,1,0,2,-101
