Depth 100,Depth 1000
-101,999
-101,-101
-101,999
-101,-126
-101,999
-1,999
999,999
-101,999
-101,999
-101,999
-101,999
999,999
999,999
-101,999
-101,999
-101,999
-101,999
-101,999
-101,-101
-101,999
-101,999
-101,999
-101,-101
999,-126
999,999
-101,-126
-101,-101
-101,-101
-101,-101
-101,-101
-101,-101
-101,-101
-101,-101
999,999
-101,-101
999,999
-101,-101
999,-101
-101,999
-1,999
-101,-101
-101,999
999,-101
-101,999
999,-101
-101,999
-101,-101
-101,999
-101,999
-101,-101
