Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,12,14,0
3,6,0,0,11,14,-1
0,6,1,0,10,14,-1
2,6,0,0,10,13,-1
0,6,1,1,9,13,-1
1,7,1,1,8,13,-1
1,8,1,0,9,13,-1
1,9,1,0,10,13,-1
1,10,1,0,9,13,-1
1,11,1,0,9,12,-1
1,12,1,0,8,12,-1
1,13,1,0,8,11,-1
1,14,1,0,8,12,-1
0,14,2,0,7,12,-1
2,14,1,0,7,13,-1
0,14,2,0,7,12,-1
3,13,2,0,6,12,-1
1,14,2,0,6,11,-1
0,14,3,0,5,11,-1
0,14,4,0,5,12,-1
2,14,3,0,4,12,-1
0,14,4,0,4,13,-1
0,14,5,0,4,12,-1
3,13,5,0,3,12,-1
0,13,6,0,3,13,-1
3,12,6,0,4,13,-1
0,12,7,0,5,13,-1
2,12,6,0,5,14,-1
0,12,7,0,5,13,-1
3,11,7,0,6,13,-1
1,12,7,0,6,12,-1
0,12,8,0,6,11,-1
0,12,9,1,7,11,-1
1,13,9,1,8,11,-1
2,13,8,1,9,10,-1
1,14,8,1,11,10,-1
2,14,7,1,11,9,-1
2,14,6,1,11,8,-1
2,14,5,1,12,8,-1
2,14,4,1,13,9,-1
2,14,3,1,13,8,-1
2,14,2,1,13,9,-1
2,14,1,1,13,8,-1
0,14,2,1,13,7,-1
0,14,3,1,13,6,-1
0,14,4,1,14,6,-1
2,14,3,1,13,5,-1
0,14,4,1,14,6,-1
2,14,3,1,14,4,-1
2,14,2,1,14,2,-101
2,14,2,1,14,2,-101
