Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
511.7355147415915,0,25,46.44111609458923,974.0
-347.5608794731577,1,45,35.35355305671692,-1046.0
160.40823719238384,2,65,124.61987400054932,934.0
-786.0527656430365,3,10,9.75052785873413,-1011.0
150.51308048100987,4,67,122.85352110862732,932.0
540.3923889457899,5,23,40.84275007247925,976.0
193.28556874136203,6,59,132.63027691841125,940.0
602.2487176898924,7,19,33.10236382484436,980.0
602.2487176898924,8,19,34.03401803970337,980.0
540.3923889457899,9,23,36.915629148483276,976.0
635.6068036185586,10,17,11.920609951019287,982.0
347.075389788213,11,39,72.40366196632385,960.0
484.49357370122544,12,27,51.780730962753296,972.0
-865.5646372854002,13,6,6.527322053909302,-1007.0
458.59670349972737,14,29,51.10752511024475,970.0
-489.63681064644567,15,30,23.867806911468506,-1031.0
433.9784912644283,16,31,54.81516098976135,968.0
602.2487176898924,17,19,26.096325159072876,980.0
-446.331340960439,18,34,40.963414907455444,-1035.0
-501.1659596373802,19,29,32.120854139328,-1030.0
670.6974923009166,20,15,21.35009002685547,984.0
635.6068036185586,21,17,27.82872200012207,982.0
635.6068036185586,22,17,29.2778639793396,982.0
540.3923889457899,23,23,33.69817304611206,976.0
69.15065462924889,24,89,141.1061568260193,910.0
