Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
746.4413141680927,0,11,1.7597839832305908,988.0
-805.1823237364478,1,9,1.1392719745635986,-1010.0
-805.1823237364478,2,9,1.4443440437316895,-1010.0
-446.331340960439,3,34,4.996812105178833,-1035.0
-824.8023833194335,4,8,1.5174319744110107,-1009.0
-714.198850078903,5,14,2.280107021331787,-1015.0
-619.1828606905551,6,20,2.9065439701080322,-1021.0
-478.3958903802845,7,31,4.807626008987427,-1032.0
-576.82106427036,8,23,3.440629005432129,-1024.0
-767.4014465019607,9,11,1.926598072052002,-1012.0
-697.3438788269304,10,15,2.5647590160369873,-1016.0
-824.8023833194335,11,8,1.3744900226593018,-1009.0
367.17989721311034,12,37,5.052778959274292,962.0
-886.7329613183592,13,5,0.8637239933013916,-1006.0
-697.3438788269304,14,15,2.0002589225769043,-1016.0
-786.0527656430365,15,10,1.6960790157318115,-1011.0
-786.0527656430365,16,10,1.5086169242858887,-1011.0
-824.8023833194335,17,8,1.2467319965362549,-1009.0
635.6068036185586,18,17,2.82165789604187,982.0
-731.4860000809261,19,13,1.7619030475616455,-1014.0
-767.4014465019607,20,11,1.8780910968780518,-1012.0
-844.9255213532653,21,7,0.9163839817047119,-1008.0
-824.8023833194335,22,8,1.2603390216827393,-1009.0
-489.63681064644567,23,30,4.372660875320435,-1031.0
-886.7329613183592,24,5,0.7285861968994141,-1006.0
