Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-731.4860000809261,0,13,0.5788679122924805,-1014.0
-886.7329613183592,1,5,0.30619192123413086,-1006.0
-786.0527656430365,2,10,0.4766581058502197,-1011.0
-865.5646372854002,3,6,0.3689768314361572,-1007.0
-714.198850078903,4,14,0.693748950958252,-1015.0
-976.975,5,1,0.120330810546875,-1002.0
-908.4440628906249,6,4,0.24264907836914062,-1005.0
-865.5646372854002,7,6,0.21878790855407715,-1007.0
-749.2164103394115,8,12,0.6156361103057861,-1013.0
-908.4440628906249,9,4,0.20163202285766602,-1005.0
-786.0527656430365,10,10,0.6861171722412109,-1011.0
-844.9255213532653,11,7,0.4046449661254883,-1008.0
-697.3438788269304,12,15,0.7976338863372803,-1016.0
-886.7329613183592,13,5,0.29454803466796875,-1006.0
-749.2164103394115,14,12,0.645251989364624,-1013.0
-697.3438788269304,15,15,0.5387411117553711,-1016.0
-786.0527656430365,16,10,0.39479589462280273,-1011.0
-930.7118593749999,17,3,0.15762090682983398,-1004.0
-767.4014465019607,18,11,0.5441081523895264,-1012.0
-824.8023833194335,19,8,0.31983399391174316,-1009.0
-930.7118593749999,20,3,0.17530012130737305,-1004.0
-824.8023833194335,21,8,0.4644620418548584,-1009.0
-824.8023833194335,22,8,0.334273099899292,-1009.0
-844.9255213532653,23,7,0.2653188705444336,-1008.0
-930.7118593749999,24,3,0.17773914337158203,-1004.0
