Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,7,11,0
3,6,0,1,7,12,-1
0,6,1,1,7,10,-1
2,6,0,1,7,9,-1
3,5,0,1,7,7,-1
3,4,0,1,7,6,-1
3,3,0,1,7,5,-1
3,2,0,1,6,4,-1
3,1,0,1,4,4,-1
3,0,0,1,4,3,-1
0,0,1,1,4,2,-1
2,0,0,1,3,2,-1
0,0,1,1,3,1,-1
0,0,2,1,2,0,-1
0,0,3,1,2,2,-1
0,0,4,1,1,3,-1
0,0,5,1,1,4,-1
0,0,6,1,0,4,-1
0,0,7,1,0,6,-1
1,1,7,1,1,6,-1
0,1,8,1,2,6,-1
0,1,9,1,2,8,-1
0,1,10,1,1,8,-1
0,1,11,1,1,9,-1
1,2,11,1,1,10,-1
0,2,12,1,1,11,-1
0,2,13,1,1,12,-1
1,3,13,1,1,11,-1
1,4,13,1,2,11,-1
1,5,13,1,3,11,-1
1,6,13,1,4,11,-1
1,7,13,1,6,11,-1
0,7,14,1,6,12,999
0,7,14,1,6,12,999
