Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
0,6,1,4,0,-1
0,6,2,5,1,-1
3,5,2,4,1,-1
0,5,3,4,2,-1
0,5,4,3,2,-1
1,6,4,4,2,-1
0,6,5,5,3,-1
0,6,6,5,4,-1
1,7,6,6,5,-1
0,7,7,6,4,-1
1,8,7,6,5,-1
3,7,7,6,6,-1
1,8,7,7,6,-1
0,8,8,5,6,-1
3,7,8,6,7,-1
1,8,8,7,7,-1
1,9,8,9,7,-1
2,9,7,8,7,-1
2,9,6,8,6,-1
0,9,7,7,6,-1
3,8,7,6,6,-1
3,7,7,6,5,-1
0,7,8,6,7,-1
1,8,8,8,7,-1
0,8,9,8,8,-1
2,8,8,7,7,-1
1,9,8,6,6,-1
1,10,8,8,6,-1
2,10,7,9,6,-1
0,10,8,9,7,-1
3,9,8,9,8,-1001
3,9,8,9,8,-1001
