-29.806830664567578,0,53,3621.2150869369507,-54.0
-25.833934844372642,0,40,3619.340861082077,-41.0
-31.462287053522306,1,60,3602.2871260643005,-61.0
-28.43125733985979,1,48,3620.3623390197754,-49.0
-436.17305743642794,2,35,1969.700679063797,-1036.0
-28.720475906363294,2,49,3620.8761579990387,-50.0
-33.856702419147744,3,73,3619.1254930496216,-74.0
-34.30602704377227,3,76,3605.24197101593,-77.0
-332.37506104917054,4,47,1437.025055885315,-1048.0
-35.10848832640892,4,82,3610.551702976227,-83.0
-36.73775221079662,5,98,3622.8116137981415,-99.0
-36.65410483158628,6,97,3614.5218381881714,-98.0
-140.95647651463725,7,89,2746.0561571121216,-1090.0
-38.13096045239865,8,120,3617.1170721054077,-121.0
-33.02766132310834,9,68,3721.3324608802795,-69.0
-37.87873262610645,10,115,3617.5303349494934,-116.0
-116.41611555721991,11,100,2772.3054270744324,-1101.0
-38.223244280061465,12,122,3601.593391895294,-123.0
-37.33587945895383,13,106,3711.166557073593,-107.0
-203.32267579451326,14,70,2147.9443559646606,-1071.0
-456.7500932927579,15,33,781.197450876236,-1034.0
-151.71608866509732,16,85,2149.6708419322968,-1086.0
