-18.758979220727934,0,24,3725.4353489875793,-25.0
-20.312560756161876,1,27,3646.2596640586853,-28.0
-23.08714501725538,2,33,3644.1317279338837,-34.0
-26.533384311431742,3,42,3637.1446208953857,-43.0
-30.061659897953387,4,54,3631.539925098419,-55.0
-30.31011840050455,5,55,3604.9024550914764,-56.0
-31.018842396867647,6,58,3653.7342200279236,-59.0
-30.31011840050455,7,55,3617.6752710342407,-56.0
-30.788556304479638,8,57,3642.5964279174805,-58.0
-30.552365440491936,9,56,3647.224725961685,-57.0
-30.552365440491936,10,56,3660.3204720020294,-57.0
-30.552365440491936,11,56,3620.377456188202,-57.0
-31.243371336945955,12,59,3650.1539418697357,-60.0
-30.31011840050455,13,55,3600.717954158783,-56.0
-31.67572987718425,14,61,3629.314969062805,-62.0
-30.552365440491936,15,56,3602.7322289943695,-57.0
-30.552365440491936,16,56,3645.2075321674347,-57.0
