Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,0,1,-1
0,6,1,0,0,-1
0,6,2,1,0,-1
0,6,3,2,0,-1
3,5,3,2,1,-1
2,5,2,2,0,-1
0,5,3,1,0,-1
1,6,3,2,0,-1
1,7,3,1,0,-1
1,8,3,2,0,-1
2,8,2,2,1,-1
0,8,3,2,0,-1
0,8,4,1,0,-1
0,8,5,0,0,-1
0,8,6,0,1,-1
3,7,6,1,1,-1
2,7,5,0,1,-1
0,7,6,0,0,-1
1,8,6,1,0,-1
3,7,6,0,0,-1
1,8,6,1,0,-1
1,9,6,2,0,-1
1,10,6,2,1,-1
0,10,7,2,0,-1
0,10,8,1,0,-1
2,10,7,1,1,-1
0,10,8,2,1,-1
2,10,7,1,1,-1
2,10,6,0,1,-1
2,10,5,0,0,-1
2,10,4,0,1,-1
2,10,3,1,1,-1
2,10,2,0,1,-1
0,10,3,0,2,-1
2,10,2,0,3,-1
2,10,1,0,2,-1
3,9,1,0,1,-1
2,9,0,1,1,-1
1,10,0,2,1,-1
0,10,1,1,1,-1
2,10,0,2,1,-1
0,10,1,1,1,-1
3,9,1,1,0,-1
3,8,1,0,0,-1
1,9,1,1,0,-1
0,9,2,0,0,-1
0,9,3,1,0,-1
3,8,3,1,1,-1
0,8,4,1,0,-1
2,8,3,2,0,-1
0,8,4,1,0,-1
3,7,4,0,0,-1
2,7,3,0,1,-1
1,8,3,0,0,-1
1,9,3,0,1,-1
3,8,3,0,0,-1
0,8,4,1,0,-1
0,8,5,2,0,-1
3,7,5,2,1,-1
0,7,6,1,1,-1
0,7,7,1,0,-1
0,7,8,2,0,-1
3,6,8,1,0,-1
3,5,8,0,0,-1
0,5,9,0,1,-1
0,5,10,0,0,999
0,5,10,0,0,999
