X,Y
5,7
4,7
4,8
3,8
3,7
2,7
8,2
8,1
9,1
10,1
9,1
9,2
10,2
7,9
8,9
9,9
10,9
10,8
10,7
9,7
10,7
10,8
0,3
0,4
0,3
0,4
1,4
1,5
