Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,2,2,-1
0,7,1,2,2,-1
0,7,2,2,3,-1
1,8,2,3,3,-1
1,9,2,5,3,-1
1,10,2,4,3,-1
0,10,3,4,5,-1
0,10,4,5,5,-1
2,10,3,5,5,-1
2,10,2,7,5,-1
2,10,1,7,3,-1
3,9,1,7,2,-1
1,10,1,9,2,-1
2,10,0,9,1,-1
3,9,0,9,3,-1
3,8,0,9,1,-1
3,7,0,7,1,-1
0,7,1,6,0,-1
1,8,1,7,0,-1
0,8,2,8,1,-1
2,8,1,7,1,-1
3,7,1,6,1,-1
3,6,1,5,0,-1
0,6,2,6,1,-1
2,6,1,5,0,-1
1,7,1,6,0,-1
0,7,2,6,0,-1
1,8,2,7,1,-1
0,8,3,8,2,-1
2,8,2,7,1,-1
0,8,3,7,2,-1
0,8,4,7,3,-1
0,8,5,7,4,-1
1,9,5,8,4,-1
0,9,6,9,5,-1
2,9,5,9,5,-1001
2,9,5,9,5,-1001
