Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-749.2164103394115,0,12,15.82053804397583,-1013.0
-805.1823237364478,1,9,13.307744979858398,-1010.0
707.610774281043,2,13,26.110916137695312,986.0
-619.1828606905551,3,20,27.612761974334717,-1021.0
-824.8023833194335,4,8,13.129076957702637,-1009.0
-697.3438788269304,5,15,24.642446994781494,-1016.0
-697.3438788269304,6,15,28.613626956939697,-1016.0
707.610774281043,7,13,23.63852882385254,986.0
-767.4014465019607,8,11,21.545249223709106,-1012.0
635.6068036185586,9,17,28.161118030548096,982.0
484.49357370122544,10,27,46.33050799369812,972.0
-749.2164103394115,11,12,24.634240865707397,-1013.0
-680.9102818562571,12,16,35.55115509033203,-1017.0
602.2487176898924,13,19,29.22816300392151,980.0
670.6974923009166,14,15,26.242922067642212,984.0
746.4413141680927,15,11,18.65160298347473,988.0
707.610774281043,16,13,20.644543886184692,986.0
-697.3438788269304,17,15,26.64383101463318,-1016.0
670.6974923009166,18,15,21.510795831680298,984.0
635.6068036185586,19,17,26.444947004318237,982.0
-767.4014465019607,20,11,19.889300107955933,-1012.0
-619.1828606905551,21,20,39.94730806350708,-1021.0
-634.0337032723642,22,19,32.403148889541626,-1020.0
-731.4860000809261,23,13,16.32843804359436,-1014.0
746.4413141680927,24,11,19.407541036605835,988.0
