Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,0,-1
0,5,2,1,1,-1
0,5,3,1,0,-1
3,4,3,2,0,-1
0,4,4,3,0,-1
0,4,5,4,0,-1
1,5,5,5,0,-1
1,6,5,5,1,-1
1,7,5,5,2,-1
1,8,5,5,1,-1
1,9,5,5,2,-1
2,9,4,5,1,-1
1,10,4,5,0,-1
2,10,3,5,1,-1
0,10,4,5,2,-1
0,10,5,5,1,-1
3,9,5,5,2,-1
2,9,4,5,1,-1
0,9,5,5,2,-1
0,9,6,5,1,-1
1,10,6,5,2,-1
3,9,6,5,1,-1
0,9,7,5,2,-1
0,9,8,5,1,-1
0,9,9,5,2,-1
1,10,9,5,1,-1
0,10,10,5,2,-1
2,10,9,5,1,-1
0,10,10,5,2,-1
3,9,10,5,1,-1
3,8,10,5,2,-1
3,7,10,5,1,-1
3,6,10,5,2,-1
3,5,10,5,1,999
3,5,10,5,1,999
