Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-930.7118593749999,0,3,0.003389120101928711,-1004.0
-767.4014465019607,1,11,0.007009983062744141,-1012.0
-953.550625,2,2,0.0017421245574951172,-1003.0
-886.7329613183592,3,5,0.0036230087280273438,-1006.0
-886.7329613183592,4,5,0.0036661624908447266,-1006.0
-767.4014465019607,5,11,0.006896018981933594,-1012.0
-953.550625,6,2,0.0018079280853271484,-1003.0
-930.7118593749999,7,3,0.002480030059814453,-1004.0
-953.550625,8,2,0.0018029212951660156,-1003.0
-908.4440628906249,9,4,0.0030319690704345703,-1005.0
-953.550625,10,2,0.0016520023345947266,-1003.0
-886.7329613183592,11,5,0.0034148693084716797,-1006.0
-805.1823237364478,12,9,0.006906032562255859,-1010.0
-767.4014465019607,13,11,0.009900093078613281,-1012.0
-908.4440628906249,14,4,0.0026798248291015625,-1005.0
-844.9255213532653,15,7,0.004948139190673828,-1008.0
-786.0527656430365,16,10,0.02834296226501465,-1011.0
-953.550625,17,2,0.0016980171203613281,-1003.0
-908.4440628906249,18,4,0.002790212631225586,-1005.0
-865.5646372854002,19,6,0.00421905517578125,-1007.0
-908.4440628906249,20,4,0.002791881561279297,-1005.0
-749.2164103394115,21,12,0.007781028747558594,-1013.0
-930.7118593749999,22,3,0.0023109912872314453,-1004.0
-930.7118593749999,23,3,0.003954172134399414,-1004.0
-930.7118593749999,24,3,0.0021409988403320312,-1004.0
