Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
3,5,0,0,1,-1
1,6,0,0,0,-1
3,5,0,1,0,-1
1,6,0,2,0,-1
3,5,0,1,1,-1
1,6,0,3,1,-1
3,5,0,3,1,-1
0,5,1,4,0,-1
1,6,1,5,0,-1
0,6,2,6,1,-1
2,6,1,5,0,-1
0,6,2,5,0,-1
0,6,3,5,2,-1
0,6,4,5,1,-1
3,5,4,5,3,-1
1,6,4,5,3,-1
0,6,5,5,4,-1
1,7,5,7,4,-1
3,6,5,6,4,-1
2,6,4,8,4,-1
3,5,4,7,4,-1
3,4,4,6,4,-1
3,3,4,5,4,-1
2,3,3,6,3,-1
3,2,3,5,2,-1
0,2,4,3,2,-1
0,2,5,3,3,-1
3,1,5,3,4,-1
3,0,5,1,4,-1
0,0,6,0,5,-1
0,0,7,0,6,-1
0,0,8,2,6,-1
0,0,9,1,6,-1
1,1,9,0,6,-1
1,2,9,0,7,-1
1,3,9,0,8,-1
1,4,9,0,7,-1
1,5,9,0,8,-1
0,5,10,0,7,999
0,5,10,0,7,999
