Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,2,0,-1
0,6,2,2,1,-1
0,6,3,2,0,-1
1,7,3,4,0,-1
1,8,3,5,0,-1
0,8,4,6,1,-1
0,8,5,6,2,-1
0,8,6,7,2,-1
3,7,6,6,2,-1
0,7,7,6,1,-1
2,7,6,6,0,-1
0,7,7,6,1,-1
0,7,8,6,2,-1
0,7,9,7,2,-1
1,8,9,7,3,-1
2,8,8,8,3,-1
0,8,9,7,3,-1
0,8,10,8,3,-1
1,9,10,7,3,-1
2,9,9,8,3,-1
0,9,10,8,4,-1
3,8,10,8,3,-1
2,8,9,8,4,-1
0,8,10,8,3,-1
2,8,9,9,3,-1
1,9,9,9,4,-1
1,10,9,8,4,-1
0,10,10,8,3,-1
3,9,10,8,4,-1
1,10,10,8,3,-1
2,10,9,8,4,-1
0,10,10,8,3,-1
3,9,10,8,4,-1
3,8,10,8,3,-1
3,7,10,8,5,-1
3,6,10,7,6,-1
3,5,10,7,8,999
3,5,10,7,8,999
