Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,1,-1
0,6,1,1,3,-1
0,6,2,2,3,-1
0,6,3,3,3,-1
1,7,3,4,3,-1
1,8,3,6,3,-1
0,8,4,8,3,-1
0,8,5,8,4,-1
2,8,4,8,5,-1
0,8,5,8,4,-1
2,8,4,8,5,-1
2,8,3,8,4,-1
0,8,4,9,4,-1
1,9,4,9,6,-1
3,8,4,9,5,-1
2,8,3,9,4,-1
3,7,3,8,3,-1
1,8,3,7,3,-1
3,7,3,6,3,-1
3,6,3,5,3,-1
3,5,3,4,3,-1
3,4,3,3,2,-1
1,5,3,4,2,-1
1,6,3,4,3,-1
1,7,3,5,3,-1
2,7,2,6,3,-1
1,8,2,5,4,-1
0,8,3,5,3,-1
0,8,4,6,3,-1
0,8,5,7,3,-1
0,8,6,7,2,-1
3,7,6,8,2,-1
0,7,7,7,2,-1
2,7,6,7,3,-1
0,7,7,7,2,-1
0,7,8,6,2,-1
0,7,9,6,1,-1
3,6,9,6,2,-1
3,5,9,7,2,-1
3,4,9,8,2,-1
0,4,10,7,2,-1
3,3,10,8,2,-1
1,4,10,7,2,-1
1,5,10,8,2,999
1,5,10,8,2,999
