Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,9,13,0
0,7,1,0,9,14,-1
0,7,2,0,10,14,-1
2,7,1,1,11,14,-1
3,6,1,0,12,14,-1
2,6,0,0,13,14,-1
3,5,0,0,13,13,-1
3,4,0,0,13,14,-1
3,3,0,1,13,12,-1
0,3,1,1,12,11,-1
1,4,1,0,12,9,-1
0,4,2,1,11,9,-1
3,3,2,1,9,9,-1
2,3,1,1,9,8,-1
0,3,2,1,8,7,-1
2,3,1,1,8,6,-1
0,3,2,1,7,6,-1
2,3,1,0,8,5,-1
1,4,1,1,7,5,-1
2,4,0,1,6,4,-1
3,3,0,1,6,3,-1
0,3,1,1,6,5,-1
2,3,0,0,8,5,-1
3,2,0,0,5,6,-1
1,3,0,1,4,7,-1
1,4,0,1,4,6,-1
1,5,0,1,4,5,-1
1,6,0,1,4,3,-1
1,7,0,1,3,2,-1
1,8,0,1,5,2,-1
1,9,0,1,7,2,-1
1,10,0,1,8,2,-1
1,11,0,1,9,2,-1
1,12,0,1,10,1,-1
1,13,0,1,12,1,-1
1,14,0,1,13,1,-1
0,14,1,1,14,1,-101
0,14,1,1,14,1,-101
