Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,9,14,0
3,6,0,0,9,13,-1
3,5,0,0,10,12,-1
3,4,0,0,10,11,-1
3,3,0,0,10,10,-1
3,2,0,0,10,9,-1
3,1,0,1,10,8,-1
3,0,0,0,9,9,-1
0,0,1,0,9,8,-1
0,0,2,0,8,8,-1
0,0,3,0,7,8,-1
0,0,4,0,7,7,-1
0,0,5,0,6,7,-1
0,0,6,0,6,8,-1
0,0,7,0,6,7,-1
0,0,8,0,6,6,-1
0,0,9,0,7,6,-1
0,0,10,0,7,5,-1
1,1,10,0,7,6,-1
3,0,10,0,6,6,-1
0,0,11,0,6,7,-1
0,0,12,1,5,8,-1
0,0,13,0,4,8,-1
0,0,14,1,4,9,-1
1,1,14,1,4,8,-1
1,2,14,1,4,9,-1
1,3,14,1,4,11,-1
1,4,14,1,4,12,-1
1,5,14,1,5,13,-1
1,6,14,1,6,13,-1
1,7,14,1,7,14,-101
1,7,14,1,7,14,-101
