Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-731.4860000809261,0,13,7.603399038314819,-1014.0
-844.9255213532653,1,7,4.740610122680664,-1008.0
-604.7032891732913,2,21,13.526254892349243,-1022.0
-664.8875248098508,3,17,8.791970014572144,-1018.0
-697.3438788269304,4,15,10.675942182540894,-1016.0
-767.4014465019607,5,11,8.625687837600708,-1012.0
-844.9255213532653,6,7,4.748625040054321,-1008.0
-786.0527656430365,7,10,8.627110004425049,-1011.0
-550.3155242220109,8,25,15.845678091049194,-1026.0
-886.7329613183592,9,5,3.9755489826202393,-1006.0
-908.4440628906249,10,4,3.375708818435669,-1005.0
-865.5646372854002,11,6,3.994368076324463,-1007.0
-135.97175048672702,12,91,242.8044810295105,-1092.0
-805.1823237364478,13,9,6.041486024856567,-1010.0
-634.0337032723642,14,19,13.24697208404541,-1020.0
-731.4860000809261,15,13,10.238188028335571,-1014.0
-844.9255213532653,16,7,4.901461124420166,-1008.0
-844.9255213532653,17,7,4.208904027938843,-1008.0
-634.0337032723642,18,19,16.412328958511353,-1020.0
-649.2653366896044,19,18,17.47380495071411,-1019.0
-767.4014465019607,20,11,9.363424062728882,-1012.0
-512.9907278332105,21,28,18.771600008010864,-1029.0
-749.2164103394115,22,12,8.955788850784302,-1013.0
-604.7032891732913,23,21,18.71959114074707,-1022.0
-786.0527656430365,24,10,6.989253044128418,-1011.0
