Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-886.7329613183592,0,5,8.395405054092407,-1006.0
-886.7329613183592,1,5,7.819356918334961,-1006.0
-930.7118593749999,2,3,6.678916931152344,-1004.0
-844.9255213532653,3,7,12.399554967880249,-1008.0
-886.7329613183592,4,5,9.094336986541748,-1006.0
-664.8875248098508,5,17,23.227946043014526,-1018.0
-930.7118593749999,6,3,7.0962769985198975,-1004.0
-824.8023833194335,7,8,11.646152973175049,-1009.0
-908.4440628906249,8,4,7.7943480014801025,-1005.0
-824.8023833194335,9,8,10.790647983551025,-1009.0
-865.5646372854002,10,6,9.671211957931519,-1007.0
-930.7118593749999,11,3,6.798141956329346,-1004.0
-767.4014465019607,12,11,22.84368395805359,-1012.0
-908.4440628906249,13,4,6.539590120315552,-1005.0
-930.7118593749999,14,3,6.923382997512817,-1004.0
-930.7118593749999,15,3,7.859080076217651,-1004.0
-886.7329613183592,16,5,9.464807987213135,-1006.0
-886.7329613183592,17,5,8.917351961135864,-1006.0
-953.550625,18,2,4.958601236343384,-1003.0
-930.7118593749999,19,3,6.513118028640747,-1004.0
-865.5646372854002,20,6,8.652459144592285,-1007.0
-844.9255213532653,21,7,14.403671979904175,-1008.0
-930.7118593749999,22,3,6.965065002441406,-1004.0
-844.9255213532653,23,7,10.467020988464355,-1008.0
-886.7329613183592,24,5,8.880105972290039,-1006.0
