Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,0,-1
3,4,1,2,0,-1
0,4,2,1,0,-1
1,5,2,0,0,-1
2,5,1,0,1,-1
3,4,1,1,1,-1
1,5,1,2,1,-1
3,4,1,2,2,-1
2,4,0,1,2,-1
0,4,1,1,1,-1
1,5,1,2,1,-1
1,6,1,1,1,-1
1,7,1,2,1,-1
1,8,1,2,0,-1
0,8,2,3,0,-1
2,8,1,5,0,-1
0,8,2,6,0,-1
0,8,3,7,1,-1
1,9,3,8,1,-1
1,10,3,8,1,-1
3,9,3,8,2,-1
1,10,3,9,2,-1
0,10,4,9,3,-1
0,10,5,10,4,-1
2,10,4,9,3,-1
0,10,5,8,2,-1
0,10,6,8,4,-1
0,10,7,9,5,-1
0,10,8,9,6,-1
2,10,7,10,6,-1
2,10,6,9,5,-1
0,10,7,10,6,-1
0,10,8,10,7,-1
2,10,7,9,7,-1
3,9,7,8,6,-1
0,9,8,9,7,-1
2,9,7,8,6,-1
0,9,8,8,7,-1
0,9,9,9,7,-1
3,8,9,9,9,-1
3,7,9,7,9,-1001
3,7,9,7,9,-1001
