Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,2,1,0
1,8,0,1,1,1,-1
1,9,0,1,3,1,-1
0,9,1,1,2,0,-1
1,10,1,1,4,0,-1
0,10,2,1,5,0,-1
0,10,3,1,6,1,-1
0,10,4,1,8,1,-1
0,10,5,1,8,2,-1
0,10,6,1,7,1,-1
0,10,7,0,6,1,-1
1,11,7,1,7,1,-1
0,11,8,1,7,2,-1
0,11,9,1,8,2,-1
0,11,10,1,8,3,-1
3,10,10,1,8,4,-1
3,9,10,1,8,5,-1
0,9,11,1,9,6,-1
0,9,12,1,9,7,-1
0,9,13,1,9,9,-1
2,9,12,0,10,10,-1
0,9,13,1,9,10,-1
0,9,14,1,11,10,-1
1,10,14,0,12,10,-1
3,9,14,0,12,11,-1
2,9,13,1,12,10,-1
2,9,12,0,11,10,-1
3,8,12,1,10,10,-1
0,8,13,1,10,9,-1
0,8,14,0,10,10,-1
3,7,14,1,11,11,999
3,7,14,1,11,11,999
