Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,3,0,-1
0,6,2,5,0,-1
0,6,3,5,2,-1
0,6,4,6,3,-1
2,6,3,6,4,-1
0,6,4,5,3,-1
0,6,5,5,4,-1
1,7,5,6,5,-1
3,6,5,5,5,-1
3,5,5,4,5,-1
3,4,5,5,5,-1
1,5,5,4,5,-1
3,4,5,5,4,-1
0,4,6,4,5,-1
2,4,5,4,4,-1
1,5,5,5,4,-1
2,5,4,4,4,-1
3,4,4,3,4,-1
3,3,4,2,4,-1
3,2,4,1,4,-1
3,1,4,0,3,-1
0,1,5,1,3,-1
0,1,6,1,4,-1
0,1,7,1,6,-1
2,1,6,0,5,-1
0,1,7,0,5,-1
1,2,7,1,6,-1
1,3,7,1,7,-1
0,3,8,3,7,-1
0,3,9,1,7,-1
0,3,10,1,7,-1
1,4,10,3,7,-1
1,5,10,2,8,999
1,5,10,2,8,999
