X,Y
7,0
6,0
5,0
4,0
3,0
2,0
2,1
1,1
1,2
1,3
2,3
2,4
2,5
2,6
2,7
3,7
4,7
4,8
4,9
4,10
5,10
6,10
6,11
7,11
7,12
7,13
7,14
