Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
1,8,0,1,1,0,-1
1,9,0,1,1,1,-1
1,10,0,1,0,1,-1
1,11,0,1,2,1,-1
1,12,0,1,4,1,-1
1,13,0,1,5,1,-1
0,13,1,1,7,1,-1
0,13,2,0,8,2,-1
0,13,3,0,9,2,-1
0,13,4,0,9,1,-1
0,13,5,0,10,1,-1
3,12,5,0,9,1,-1
3,11,5,0,10,1,-1
3,10,5,0,11,1,-1
2,10,4,0,11,2,-1
3,9,4,0,12,2,-1
3,8,4,0,13,2,-1
0,8,5,0,13,1,-1
0,8,6,0,13,2,-1
3,7,6,0,14,2,-1
3,6,6,0,13,2,-1
0,6,7,0,12,2,-1
3,5,7,0,13,2,-1
0,5,8,0,12,2,-1
3,4,8,0,12,1,-1
1,5,8,0,12,0,-1
0,5,9,0,13,0,-1
0,5,10,0,12,0,-1
0,5,11,0,11,0,-1
1,6,11,0,12,0,-1
1,7,11,0,13,0,-1
3,6,11,0,14,0,-1
1,7,11,0,13,0,-1
1,8,11,1,14,0,-1
0,8,12,1,14,2,-1
0,8,13,0,14,3,-1
3,7,13,1,13,3,-1
0,7,14,0,13,5,999
0,7,14,0,13,5,999
