Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-805.1823237364478,0,9,0.09730100631713867,-1010.0
-824.8023833194335,1,8,0.10068798065185547,-1009.0
-930.7118593749999,2,3,0.0469210147857666,-1004.0
-930.7118593749999,3,3,0.037477970123291016,-1004.0
-953.550625,4,2,0.025463104248046875,-1003.0
-590.5857069439589,5,22,0.2572500705718994,-1023.0
-664.8875248098508,6,17,0.3659658432006836,-1018.0
-886.7329613183592,7,5,0.13144588470458984,-1006.0
-865.5646372854002,8,6,0.1349649429321289,-1007.0
-908.4440628906249,9,4,0.12549996376037598,-1005.0
-865.5646372854002,10,6,0.0458369255065918,-1007.0
-908.4440628906249,11,4,0.042433977127075195,-1005.0
-908.4440628906249,12,4,0.03854513168334961,-1005.0
-930.7118593749999,13,3,0.03679800033569336,-1004.0
-865.5646372854002,14,6,0.07176899909973145,-1007.0
-886.7329613183592,15,5,0.14197611808776855,-1006.0
-930.7118593749999,16,3,0.03186798095703125,-1004.0
-714.198850078903,17,14,0.31851792335510254,-1015.0
-886.7329613183592,18,5,0.05492115020751953,-1006.0
-749.2164103394115,19,12,0.22547101974487305,-1013.0
-767.4014465019607,20,11,0.14451909065246582,-1012.0
-930.7118593749999,21,3,0.03459501266479492,-1004.0
-844.9255213532653,22,7,0.0824120044708252,-1008.0
-886.7329613183592,23,5,0.05590105056762695,-1006.0
-844.9255213532653,24,7,0.08486485481262207,-1008.0
