Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,1,3,0
1,8,0,1,2,3,-1
1,9,0,1,1,2,-1
1,10,0,1,0,1,-1
1,11,0,1,1,2,-1
1,12,0,1,2,3,-1
0,12,1,1,3,3,-1
3,11,1,1,3,2,-1
0,11,2,1,4,3,-1
0,11,3,1,6,3,-1
1,12,3,1,7,4,-1
1,13,3,1,8,4,-1
0,13,4,1,9,4,-1
1,14,4,1,8,3,-1
0,14,5,1,9,3,-1
0,14,6,1,10,3,-1
0,14,7,1,11,3,-1
3,13,7,1,11,2,-1
1,14,7,1,11,3,-1
3,13,7,1,11,4,-1
1,14,7,1,12,4,-1
3,13,7,1,12,5,-1
1,14,7,1,11,5,-1
2,14,6,1,11,6,-1
2,14,5,1,12,5,-1
0,14,6,1,13,5,-1
0,14,7,1,13,3,-1
3,13,7,1,13,5,-1
3,12,7,1,13,6,-1
3,11,7,1,12,6,-1
0,11,8,1,12,7,-1
3,10,8,1,11,8,-1
2,10,7,1,10,7,-101
2,10,7,1,10,7,-101
