Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,0,-1
0,5,2,2,0,-1
1,6,2,2,1,-1
0,6,3,3,1,-1
0,6,4,4,1,-1
0,6,5,4,3,-1
0,6,6,5,3,-1
3,5,6,5,4,-1
3,4,6,6,4,-1
3,3,6,6,5,-1
3,2,6,6,4,-1
2,2,5,6,5,-1
0,2,6,6,4,-1
3,1,6,6,5,-1
0,1,7,6,4,-1
0,1,8,6,5,-1
1,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
3,1,8,6,5,-1
1,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
3,1,8,6,5,-1
1,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
2,2,7,6,5,-1
0,2,8,6,4,-1
0,2,9,6,3,-1
2,2,8,6,2,-1
0,2,9,6,3,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
3,1,8,6,5,-1
1,2,8,6,4,-1
3,1,8,6,5,-1
1,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
3,1,8,6,5,-1
1,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,7,5,-1
0,2,9,6,5,-1
2,2,8,6,6,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,7,5,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
2,2,7,5,4,-1
0,2,8,4,4,-1
3,1,8,5,4,-1
3,0,8,6,4,-1
1,1,8,6,3,-1
1,2,8,7,3,-1
3,1,8,7,4,-1
3,0,8,7,5,-1
1,1,8,6,5,-1
1,2,8,6,4,-1
3,1,8,6,5,-1
1,2,8,6,4,-1
0,2,9,6,5,-1
2,2,8,6,4,-1
3,1,8,6,5,-1
1,2,8,7,5,-1
0,2,9,7,4,-1
2,2,8,5,4,-1
2,2,7,4,4,-1
1,3,7,3,4,-1
2,3,6,2,4,-1
1,4,6,2,5,-1
1,5,6,2,6,-1
1,6,6,2,8,-1
1,7,6,2,7,-1
0,7,7,3,7,-1
1,8,7,3,6,-1
3,7,7,4,6,-1
0,7,8,5,6,-1
3,6,8,6,6,-1
3,5,8,5,6,-1
0,5,9,6,6,-1
0,5,10,5,6,999
0,5,10,5,6,999
