Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
1,7,0,3,0,-1
1,8,0,4,0,-1
1,9,0,6,0,-1
1,10,0,8,0,-1
0,10,1,8,1,-1
0,10,2,10,1,-1
2,10,1,9,1,-1
2,10,0,9,0,-1
3,9,0,8,1,-1
1,10,0,9,0,-1
3,9,0,8,0,-1
3,8,0,7,0,-1
3,7,0,6,0,-1
3,6,0,5,1,-1
1,7,0,6,0,-1
3,6,0,5,0,-1
3,5,0,5,1,-1
0,5,1,4,0,-1
1,6,1,5,0,-1
1,7,1,6,0,-1
1,8,1,8,0,-1
2,8,0,7,0,-1
3,7,0,6,1,-1
1,8,0,7,1,-1
1,9,0,7,2,-1
0,9,1,8,1,-1
3,8,1,7,0,-1
0,8,2,7,1,-1
0,8,3,7,2,-1
0,8,4,7,3,-1
0,8,5,8,4,-1
2,8,4,7,4,-1
3,7,4,6,4,-1
3,6,4,7,3,-1
0,6,5,7,4,-1
0,6,6,7,5,-1
0,6,7,6,6,-1
0,6,8,4,6,-1
0,6,9,4,7,-1
0,6,10,5,8,-1
3,5,10,5,9,999
3,5,10,5,9,999
