Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,1,-1
0,6,1,3,1,-1
1,7,1,5,1,-1
1,8,1,5,3,-1
2,8,0,6,2,-1
1,9,0,6,1,-1
0,9,1,7,1,-1
1,10,1,8,1,-1
0,10,2,10,1,-1
2,10,1,9,0,-1
0,10,2,9,0,-1
0,10,3,8,0,-1
0,10,4,8,0,-1
0,10,5,7,0,-1
2,10,4,8,1,-1
0,10,5,8,3,-1
0,10,6,7,3,-1
0,10,7,8,4,-1
2,10,6,8,5,-1
2,10,5,8,6,-1
2,10,4,9,6,-1
3,9,4,10,6,-1
3,8,4,10,7,-1
2,8,3,9,7,-1
2,8,2,10,7,-1
2,8,1,9,7,-1
2,8,0,10,7,-1
0,8,1,9,7,-1
2,8,0,10,7,-1
3,7,0,9,7,-1
1,8,0,9,6,-1
3,7,0,10,6,-1
3,6,0,10,7,-1
3,5,0,9,7,-1
3,4,0,9,6,-1
0,4,1,8,6,-1
2,4,0,9,6,-1
3,3,0,8,5,-1
3,2,0,7,5,-1
3,1,0,6,5,-1
0,1,1,5,5,-1
3,0,1,3,5,-1
2,0,0,3,3,-1
0,0,1,2,3,-1
1,1,1,1,2,-1
0,1,2,3,2,-1
3,0,2,2,2,-1
0,0,3,1,2,-1
0,0,4,1,3,-1
0,0,5,0,4,-1
0,0,6,0,6,-1001
0,0,6,0,6,-1001
