Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,3,0,-1
1,7,1,4,0,-1
0,7,2,3,1,-1
0,7,3,4,1,-1
0,7,4,4,2,-1
2,7,3,3,2,-1
1,8,3,4,2,-1
0,8,4,4,1,-1
3,7,4,4,2,-1
1,8,4,3,2,-1
1,9,4,4,2,-1
0,9,5,4,1,-1
3,8,5,3,1,-1
1,9,5,4,1,-1
3,8,5,5,1,-1
3,7,5,6,1,-1
3,6,5,7,1,-1
0,6,6,7,2,-1
3,5,6,7,1,-1
3,4,6,7,2,-1
3,3,6,7,1,-1
3,2,6,7,2,-1
0,2,7,7,1,-1
3,1,7,7,2,-1
0,1,8,7,1,-1
1,2,8,7,2,-1
0,2,9,7,1,-1
2,2,8,7,2,-1
0,2,9,7,1,-1
0,2,10,7,2,-1
1,3,10,7,1,-1
1,4,10,6,1,-1
1,5,10,5,1,999
1,5,10,5,1,999
