-590.5857069439589,0,22,59.10215187072754,-1023.0
-908.4440628906249,1,4,16.187294006347656,-1005.0
-930.7118593749999,2,3,14.238713026046753,-1004.0
-576.82106427036,3,23,57.825263023376465,-1024.0
-886.7329613183592,4,5,17.43224310874939,-1006.0
-908.4440628906249,5,4,14.458744049072266,-1005.0
-953.550625,6,2,10.34833312034607,-1003.0
-953.550625,7,2,10.242234945297241,-1003.0
-844.9255213532653,8,7,20.084921836853027,-1008.0
-930.7118593749999,9,3,12.867714166641235,-1004.0
-824.8023833194335,10,8,22.73092293739319,-1009.0
-886.7329613183592,11,5,21.072705030441284,-1006.0
-886.7329613183592,12,5,19.795854091644287,-1006.0
-886.7329613183592,13,5,15.513550043106079,-1006.0
-824.8023833194335,14,8,33.573298931121826,-1009.0
-953.550625,15,2,9.502560138702393,-1003.0
-886.7329613183592,16,5,14.023608922958374,-1006.0
