Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,12,11,0
3,6,0,0,11,11,-1
0,6,1,0,11,10,-1
2,6,0,0,10,10,-1
0,6,1,0,10,9,-1
3,5,1,0,10,8,-1
2,5,0,0,11,8,-1
0,5,1,0,11,9,-1
3,4,1,0,10,9,-1
3,3,1,0,11,9,-1
2,3,0,0,11,8,-1
0,3,1,0,10,8,-1
1,4,1,0,10,9,-1
3,3,1,0,10,8,-1
2,3,0,0,11,8,-1
1,4,0,0,10,8,-1
3,3,0,0,11,8,-1
3,2,0,0,11,7,-1
0,2,1,0,10,7,-1
1,3,1,0,11,7,-1
1,4,1,0,12,7,-1
3,3,1,0,12,8,-1
3,2,1,0,11,8,-1
1,3,1,0,11,7,-1
1,4,1,0,12,7,-1
2,4,0,0,11,7,-1
0,4,1,0,11,6,-1
0,4,2,0,11,5,-1
0,4,3,1,12,5,-1
0,4,4,1,12,4,-1
0,4,5,0,13,4,-1
1,5,5,0,12,4,-1
0,5,6,0,12,5,-1
1,6,6,0,13,5,-1
1,7,6,0,13,6,-1
0,7,7,0,13,7,-1
3,6,7,0,12,7,-1
1,7,7,0,12,6,-1
0,7,8,0,13,6,-1
3,6,8,0,13,5,-1
0,6,9,0,12,5,-1
0,6,10,0,11,5,-1
3,5,10,0,12,5,-1
1,6,10,0,12,6,-1
1,7,10,0,11,6,-1
0,7,11,0,11,5,-1
3,6,11,0,12,5,-1
0,6,12,0,11,5,-1
1,7,12,0,11,4,-1
1,8,12,0,11,3,-1
0,8,13,0,11,4,-1
0,8,14,0,10,4,-1
2,8,13,0,9,4,-1
0,8,14,0,8,4,-1
3,7,14,1,7,4,999
3,7,14,1,7,4,999
