X,Y
9,4
8,4
8,5
9,5
9,4
10,4
9,4
8,4
8,3
8,2
9,2
4,3
3,3
2,3
2,2
2,3
2,4
3,4
3,5
5,4
5,3
5,2
6,2
6,3
6,2
1,8
1,7
1,6
1,5
2,5
1,5
1,4
9,8
8,8
7,8
7,7
8,7
8,6
8,7
9,7
9,6
8,6
7,6
6,6
6,5
5,5
6,4
