Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-805.1823237364478,0,9,1.7956469058990479,-1010.0
-680.9102818562571,1,16,2.5428099632263184,-1017.0
-697.3438788269304,2,15,4.154262065887451,-1016.0
-805.1823237364478,3,9,1.385702133178711,-1010.0
-786.0527656430365,4,10,1.5582079887390137,-1011.0
-767.4014465019607,5,11,2.126793146133423,-1012.0
-786.0527656430365,6,10,1.5479469299316406,-1011.0
707.610774281043,7,13,2.445117950439453,986.0
-865.5646372854002,8,6,1.1010000705718994,-1007.0
-824.8023833194335,9,8,1.4558610916137695,-1009.0
-550.3155242220109,10,25,3.463167905807495,-1026.0
-844.9255213532653,11,7,0.9579620361328125,-1008.0
-619.1828606905551,12,20,3.0779240131378174,-1021.0
-634.0337032723642,13,19,3.2049720287323,-1020.0
-731.4860000809261,14,13,2.212398052215576,-1014.0
433.9784912644283,15,31,5.190950870513916,968.0
-731.4860000809261,16,13,2.7484350204467773,-1014.0
570.5376872539538,17,21,3.3885819911956787,978.0
-664.8875248098508,18,17,2.5989599227905273,-1018.0
-930.7118593749999,19,3,0.4910609722137451,-1004.0
-525.1186952135492,20,27,4.450147867202759,-1028.0
-649.2653366896044,21,18,2.1931190490722656,-1019.0
-680.9102818562571,22,16,2.471350908279419,-1017.0
-844.9255213532653,23,7,0.996845006942749,-1008.0
-824.8023833194335,24,8,1.91786789894104,-1009.0
