Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,4,14,0
3,6,0,1,5,14,-1
0,6,1,1,5,13,-1
2,6,0,1,5,12,-1
0,6,1,1,5,10,-1
1,7,1,1,5,11,-1
2,7,0,1,5,10,-1
0,7,1,1,5,9,-1
3,6,1,1,5,8,-1
2,6,0,0,5,6,-1
0,6,1,0,5,5,-1
2,6,0,0,4,5,-1
1,7,0,0,5,5,-1
3,6,0,1,6,5,-1
1,7,0,1,6,4,-1
1,8,0,1,6,3,-1
1,9,0,1,7,2,-1
1,10,0,1,8,2,-1
1,11,0,1,9,2,-1
0,11,1,1,10,2,-1
1,12,1,0,10,3,-1
1,13,1,0,10,2,-1
2,13,0,1,10,1,-1
0,13,1,1,12,1,-1
0,13,2,1,11,0,-1
0,13,3,1,12,1,-1
0,13,4,0,12,2,-1
3,12,4,1,13,2,-1
3,11,4,1,13,4,-1
0,11,5,1,11,4,-1
3,10,5,1,10,5,-101
3,10,5,1,10,5,-101
