Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
0,7,1,0,0,1,-1
0,7,2,0,1,1,-1
1,8,2,0,1,2,-1
1,9,2,0,0,2,-1
1,10,2,0,0,3,-1
0,10,3,0,0,4,-1
0,10,4,0,1,4,-1
0,10,5,0,1,5,-1
0,10,6,0,1,4,-1
3,9,6,0,1,3,-1
0,9,7,0,1,2,-1
0,9,8,0,2,2,-1
0,9,9,0,1,2,-1
2,9,8,0,1,1,-1
2,9,7,0,1,0,-1
0,9,8,0,1,1,-1
0,9,9,0,1,0,-1
3,8,9,1,2,1,-1
1,9,9,0,2,2,-1
3,8,9,1,3,3,-1
1,9,9,0,3,4,-1
0,9,10,1,4,5,-1
0,9,11,1,5,6,-1
0,9,12,1,4,7,-1
3,8,12,1,5,8,-1
0,8,13,1,5,9,-1
3,7,13,1,5,11,-1
0,7,14,1,5,12,999
0,7,14,1,5,12,999
