Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,2,0,-1
0,7,1,1,1,-1
1,8,1,2,1,-1
0,8,2,3,1,-1
1,9,2,2,1,-1
3,8,2,3,1,-1
1,9,2,4,1,-1
1,10,2,6,1,-1
0,10,3,7,1,-1
2,10,2,9,1,-1
0,10,3,9,0,-1
0,10,4,9,2,-1
0,10,5,9,3,-1
0,10,6,9,5,-1
0,10,7,10,6,-1
2,10,6,9,5,-1
0,10,7,9,6,-1
0,10,8,8,5,-1
3,9,8,8,6,-1
0,9,9,8,8,-1
0,9,10,9,9,-1
1,10,10,10,9,-1
3,9,10,9,9,-1
2,9,9,8,8,-1
1,10,9,7,9,-1
2,10,8,8,9,-1
2,10,7,8,8,-1
0,10,8,9,8,-1
3,9,8,8,8,-1
3,8,8,7,7,-1
0,8,9,8,8,-1
3,7,9,8,8,-1
3,6,9,7,8,-1
0,6,10,7,9,-1
3,5,10,6,10,999
3,5,10,6,10,999
