Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-886.7329613183592,0,5,0.12438511848449707,-1006.0
-767.4014465019607,1,11,0.3082888126373291,-1012.0
-930.7118593749999,2,3,0.10673189163208008,-1004.0
-908.4440628906249,3,4,0.15310883522033691,-1005.0
-767.4014465019607,4,11,0.47243595123291016,-1012.0
-680.9102818562571,5,16,0.5358359813690186,-1017.0
-908.4440628906249,6,4,0.13940787315368652,-1005.0
-908.4440628906249,7,4,0.2658810615539551,-1005.0
-953.550625,8,2,0.04767489433288574,-1003.0
-844.9255213532653,9,7,0.15309405326843262,-1008.0
-865.5646372854002,10,6,0.20869207382202148,-1007.0
-865.5646372854002,11,6,0.4022059440612793,-1007.0
-805.1823237364478,12,9,0.40143299102783203,-1010.0
-930.7118593749999,13,3,0.1109628677368164,-1004.0
-805.1823237364478,14,9,0.32405710220336914,-1010.0
-634.0337032723642,15,19,0.5005950927734375,-1020.0
-824.8023833194335,16,8,0.21503496170043945,-1009.0
-844.9255213532653,17,7,0.22610902786254883,-1008.0
-805.1823237364478,18,9,0.31760597229003906,-1010.0
-865.5646372854002,19,6,0.14780402183532715,-1007.0
-786.0527656430365,20,10,0.2599971294403076,-1011.0
-886.7329613183592,21,5,0.1650841236114502,-1006.0
-664.8875248098508,22,17,0.38791894912719727,-1018.0
-805.1823237364478,23,9,0.1935901641845703,-1010.0
-930.7118593749999,24,3,0.09000492095947266,-1004.0
