Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,3,0,-1
0,7,1,2,0,-1
0,7,2,3,0,-1
1,8,2,5,0,-1
0,8,3,6,0,-1
0,8,4,6,0,-1
1,9,4,6,1,-1
0,9,5,7,2,-1
3,8,5,7,4,-1
1,9,5,8,4,-1
1,10,5,9,4,-1
0,10,6,9,5,-1
0,10,7,9,6,-1
0,10,8,10,7,-1
2,10,7,9,6,-1
0,10,8,9,7,-1
0,10,9,10,8,-1
2,10,8,9,7,-1
0,10,9,10,8,-1
2,10,8,9,8,-1
3,9,8,8,8,-1
3,8,8,7,7,-1
0,8,9,7,8,-1
1,9,9,7,10,-1
1,10,9,9,10,-1
2,10,8,9,9,-1
2,10,7,9,7,-1
3,9,7,8,6,-1
0,9,8,9,7,-1
0,9,9,9,9,-1001
0,9,9,9,9,-1001
