Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,0,1,-1
1,7,0,2,1,-1
3,6,0,4,1,-1
0,6,1,4,1,-1
0,6,2,3,1,-1
0,6,3,4,1,-1
0,6,4,5,1,-1
1,7,4,6,2,-1
1,8,4,6,3,-1
1,9,4,7,4,-1
2,9,3,9,4,-1
0,9,4,10,4,-1
1,10,4,10,6,-1
3,9,4,10,5,-1
3,8,4,10,4,-1
3,7,4,8,4,-1
1,8,4,7,4,-1
3,7,4,6,4,-1
3,6,4,4,4,-1
2,6,3,5,4,-1
2,6,2,5,3,-1
2,6,1,5,1,-1
3,5,1,4,0,-1
0,5,2,5,1,-1
2,5,1,4,0,-1
1,6,1,5,0,-1
0,6,2,5,1,-1
0,6,3,5,2,-1
0,6,4,5,3,-1
0,6,5,6,4,-1
2,6,4,6,5,-1
2,6,3,6,4,-1
2,6,2,5,3,-1
2,6,1,3,3,-1
3,5,1,2,3,-1
1,6,1,3,3,-1
0,6,2,4,3,-1
2,6,1,5,2,-1
2,6,0,5,1,-1
1,7,0,6,1,-1
3,6,0,6,0,-1001
3,6,0,6,0,-1001
