X,Y
8,9
8,8
9,8
9,9
9,10
9,9
9,8
8,8
9,8
9,7
9,6
8,6
8,5
9,5
8,5
7,5
7,4
9,4
10,4
9,4
10,4
2,6
1,6
0,6
1,6
2,6
3,3
