Depth 100,Depth 1000
-101,-1
-1,999
-1,-1
-1,-101
-1,999
999,-1
-1,999
-1,999
-1,999
999,999
-1,999
-1,999
-1,999
999,-1
-1,-1
999,999
999,999
-1,999
-101,-1
-1,-1
-1,999
-1,999
-1,999
-1,999
-1,999
999,-1
-1,999
999,999
-1,-1
999,-1
999,999
999,999
999,999
-1,999
-1,-1
-1,999
-1,-1
999,999
-1,999
-1,999
-1,-1
999,999
-1,999
-1,-1
-1,999
999,999
999,-1
-1,999
-1,999
-1,999
