Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,3,4,0
0,7,1,1,2,4,-1
3,6,1,0,1,4,-1
3,5,1,1,2,4,-1
1,6,1,1,2,5,-1
2,6,0,1,2,4,-1
0,6,1,0,1,4,-1
2,6,0,1,2,4,-1
0,6,1,1,1,3,-1
2,6,0,0,1,4,-1
0,6,1,1,2,4,-1
3,5,1,0,1,4,-1
1,6,1,1,2,4,-1
3,5,1,0,1,4,-1
2,5,0,1,2,4,-1
1,6,0,1,1,3,-1
0,6,1,0,1,4,-1
2,6,0,0,1,5,-1
0,6,1,1,2,4,-1
2,6,0,1,1,3,-1
0,6,1,0,1,4,-1
2,6,0,1,1,3,-1
0,6,1,0,1,4,-1
2,6,0,1,2,4,-1
0,6,1,0,1,4,-1
3,5,1,1,2,4,-1
1,6,1,0,1,5,-1
0,6,2,1,2,5,-1
2,6,1,1,2,4,-1
3,5,1,1,1,3,-1
1,6,1,0,1,4,-1
0,6,2,1,2,4,-1
0,6,3,0,1,4,-1
0,6,4,1,1,3,-1
3,5,4,0,1,4,-1
1,6,4,1,2,4,-1
1,7,4,1,2,5,-1
3,6,4,1,2,4,-1
1,7,4,0,1,4,-1
2,7,3,0,1,5,-1
3,6,3,0,1,4,-1
2,6,2,1,2,4,-1
0,6,3,0,1,4,-1
0,6,4,0,1,5,-1
1,7,4,0,1,4,-1
1,8,4,0,1,3,-1
3,7,4,0,1,4,-1
1,8,4,0,2,4,-1
3,8,5,0,2,5,-1
3,8,6,0,2,4,-1
3,8,7,0,1,4,-1
3,9,7,0,2,4,-1
3,9,8,0,2,5,-1
3,8,8,0,2,4,-1
3,7,8,0,2,5,-1
3,6,8,0,1,5,-1
3,7,8,0,1,4,-1
3,8,8,0,2,4,-1
3,8,7,0,1,4,-1
3,7,7,0,1,3,-1
3,8,7,0,1,4,-1
3,7,7,0,2,4,-1
3,7,8,0,1,4,-1
3,6,8,0,2,4,-1
3,6,9,0,1,4,-1
3,6,10,1,1,3,-1
2,6,9,0,1,4,-1
3,7,9,0,1,3,-1
3,7,8,0,1,4,-1
3,7,7,0,1,3,-1
3,8,7,0,1,4,-1
3,7,7,0,2,4,-1
3,8,7,0,1,4,-1
3,7,7,0,1,5,-1
3,8,7,0,2,4,-1
3,7,7,0,2,5,-1
3,8,7,0,2,4,-1
3,8,8,0,1,4,-1
3,7,8,0,2,4,-1
3,8,8,0,2,5,-1
3,8,9,0,2,4,-1
3,7,9,0,2,5,-1
3,7,10,0,2,4,-1
2,7,9,0,2,5,-1
3,6,9,0,2,4,-1
3,7,9,0,2,5,-1
3,8,9,0,2,4,-1
3,7,9,0,2,5,-1
3,7,8,0,2,4,-1
3,8,8,0,1,4,-1
3,8,9,0,0,4,-1
3,7,9,0,1,4,-1
3,7,8,0,2,4,-1
3,6,8,0,2,5,-1
3,6,9,0,2,4,-1
3,7,9,0,2,5,-1
3,7,10,0,2,4,-1
2,7,9,0,2,5,-1
3,7,10,0,2,4,-1
2,7,9,0,2,5,-1
3,6,9,0,1,5,-1
3,7,9,0,1,4,-1
3,6,9,0,2,4,-1
3,6,8,0,2,5,-1
3,7,8,0,2,4,-1
3,7,9,0,2,5,-1
3,7,10,0,2,4,-1
3,6,10,1,2,5,-1
0,6,11,1,2,4,-1
0,6,12,0,1,5,-1
0,6,13,0,1,4,-1
1,7,13,0,1,5,-1
2,7,12,1,2,5,-1
0,7,13,0,1,4,-1
3,6,13,0,1,5,-1
1,7,13,0,1,4,-1
0,7,14,0,1,5,999
0,7,14,0,1,5,999
