Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,3,0,-1
0,7,1,5,0,-1
0,7,2,6,1,-1
0,7,3,6,2,-1
0,7,4,6,0,-1
1,8,4,6,1,-1
0,8,5,6,3,-1
0,8,6,6,4,-1
1,9,6,7,4,-1
1,10,6,7,3,-1
2,10,5,7,4,-1
2,10,4,8,4,-1
2,10,3,8,5,-1
2,10,2,8,6,-1
2,10,1,9,6,-1
0,10,2,8,6,-1
2,10,1,9,6,-1
2,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,9,7,-1
3,9,0,9,6,-1
3,8,0,8,6,-1
1,9,0,9,6,-1
3,8,0,8,6,-1
1,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
0,10,1,9,6,-1
0,10,2,8,6,-1
0,10,3,9,6,-1
2,10,2,8,6,-1
0,10,3,9,6,-1
2,10,2,8,6,-1
2,10,1,9,6,-1
2,10,0,8,6,-1
0,10,1,9,6,-1
2,10,0,8,6,-1
3,9,0,9,6,-1
3,8,0,8,6,-1
1,9,0,9,6,-1
3,8,0,10,6,-1
0,8,1,9,6,-1
2,8,0,8,6,-1
1,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
0,10,1,9,6,-1
0,10,2,8,6,-1
2,10,1,9,6,-1
2,10,0,8,6,-1
0,10,1,8,7,-1
0,10,2,8,6,-1
2,10,1,9,6,-1
2,10,0,8,6,-1
3,9,0,9,6,-1
3,8,0,8,6,-1
1,9,0,7,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
3,8,0,8,6,-1
0,8,1,9,6,-1
3,7,1,8,6,-1
1,8,1,9,6,-1
3,7,1,8,6,-1
1,8,1,9,6,-1
2,8,0,8,6,-1
1,9,0,8,5,-1
3,8,0,8,6,-1
1,9,0,9,6,-1
3,8,0,8,6,-1
1,9,0,9,6,-1
1,10,0,8,6,-1
0,10,1,9,6,-1
2,10,0,8,6,-1
0,10,1,9,6,-1
2,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
3,9,0,9,6,-1
1,10,0,8,6,-1
0,10,1,9,6,-1
2,10,0,8,6,-1
3,9,0,7,6,-1
1,10,0,7,7,-1
3,9,0,8,7,-1
3,8,0,8,6,-1
0,8,1,9,6,-1
3,7,1,8,6,-1
2,7,0,8,4,-1
1,8,0,7,4,-1
1,9,0,7,3,-1
1,10,0,7,2,-1
0,10,1,7,1,-1
0,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,6,1,-1
0,10,3,5,1,-1
2,10,2,6,1,-1
0,10,3,7,1,-1
2,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
0,10,3,6,0,-1
0,10,4,6,1,-1
0,10,5,6,0,-1
2,10,4,7,0,-1
2,10,3,8,0,-1
0,10,4,8,1,-1
0,10,5,7,1,-1
2,10,4,7,0,-1
0,10,5,6,0,-1
2,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
0,10,5,7,1,-1
2,10,4,7,0,-1
0,10,5,6,0,-1
2,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
0,10,5,6,0,-1
2,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
2,10,3,7,1,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,6,1,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
0,10,5,6,0,-1
2,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
0,10,5,6,0,-1
0,10,6,7,0,-1
2,10,5,8,0,-1
0,10,6,7,0,-1
2,10,5,8,0,-1
2,10,4,7,0,-1
2,10,3,7,1,-1
2,10,2,7,0,-1
0,10,3,6,0,-1
2,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
0,10,3,8,0,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
0,10,5,6,0,-1
0,10,6,7,0,-1
0,10,7,7,1,-1
2,10,6,7,0,-1
0,10,7,6,0,-1
2,10,6,7,0,-1
0,10,7,8,0,-1
2,10,6,7,0,-1
3,9,6,6,0,-1
1,10,6,7,0,-1
2,10,5,8,0,-1
2,10,4,9,0,-1
0,10,5,8,0,-1
2,10,4,7,0,-1
2,10,3,6,0,-1
2,10,2,7,0,-1
0,10,3,7,1,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
2,10,2,7,0,-1
0,10,3,6,0,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
2,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
2,10,1,7,1,-1
0,10,2,7,0,-1
0,10,3,6,0,-1
2,10,2,7,0,-1
0,10,3,7,1,-1
2,10,2,7,2,-1
0,10,3,7,1,-1
2,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
2,10,1,8,0,-1
0,10,2,7,0,-1
0,10,3,6,0,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
2,10,3,8,0,-1
0,10,4,7,0,-1
2,10,3,6,0,-1
0,10,4,7,0,-1
0,10,5,6,0,-1
2,10,4,7,0,-1
2,10,3,6,0,-1
2,10,2,5,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
0,10,3,6,0,-1
2,10,2,7,0,-1
2,10,1,6,0,-1
0,10,2,7,0,-1
0,10,3,6,0,-1
2,10,2,6,1,-1
0,10,3,6,0,-1
2,10,2,5,0,-1
2,10,1,4,0,-1
0,10,2,5,0,-1
2,10,1,6,0,-1
