Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,1,-1
1,7,0,1,0,-1
1,8,0,3,0,-1
0,8,1,4,0,-1
1,9,1,3,0,-1
1,10,1,4,0,-1
0,10,2,5,0,-1
0,10,3,6,0,-1
3,9,3,7,0,-1
1,10,3,8,0,-1
0,10,4,8,1,-1
2,10,3,9,2,-1
0,10,4,9,3,-1
0,10,5,10,3,-1
0,10,6,10,5,-1
2,10,5,10,4,-1
2,10,4,10,3,-1
2,10,3,10,1,-1
0,10,4,9,1,-1
0,10,5,9,2,-1
0,10,6,9,3,-1
3,9,6,10,3,-1
3,8,6,10,4,-1
3,7,6,10,5,-1
2,7,5,10,4,-1
3,6,5,10,5,-1
0,6,6,10,4,-1
0,6,7,10,5,-1
0,6,8,9,6,-1
0,6,9,8,6,-1
0,6,10,9,6,-1
3,5,10,8,7,999
3,5,10,8,7,999
