Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-824.8023833194335,0,8,8.596954107284546,-1009.0
-886.7329613183592,1,5,6.01977801322937,-1006.0
-844.9255213532653,2,7,7.190484046936035,-1008.0
-930.7118593749999,3,3,4.202020883560181,-1004.0
-886.7329613183592,4,5,7.617046117782593,-1006.0
-824.8023833194335,5,8,12.242010116577148,-1009.0
-844.9255213532653,6,7,9.92116093635559,-1008.0
-908.4440628906249,7,4,6.319087982177734,-1005.0
-930.7118593749999,8,3,4.867002964019775,-1004.0
-930.7118593749999,9,3,4.92476487159729,-1004.0
-886.7329613183592,10,5,5.073283910751343,-1006.0
-886.7329613183592,11,5,6.059396982192993,-1006.0
-930.7118593749999,12,3,4.928411960601807,-1004.0
-930.7118593749999,13,3,5.49494194984436,-1004.0
-865.5646372854002,14,6,6.72164511680603,-1007.0
-865.5646372854002,15,6,7.175734996795654,-1007.0
-930.7118593749999,16,3,4.950825929641724,-1004.0
-908.4440628906249,17,4,5.675541877746582,-1005.0
-604.7032891732913,18,21,21.17838716506958,-1022.0
-634.0337032723642,19,19,24.38971209526062,-1020.0
-886.7329613183592,20,5,7.338640213012695,-1006.0
-805.1823237364478,21,9,12.022557973861694,-1010.0
-805.1823237364478,22,9,10.481122970581055,-1010.0
-805.1823237364478,23,9,9.755377054214478,-1010.0
-953.550625,24,2,3.7869231700897217,-1003.0
