X,Y
4,6
3,6
6,2
5,2
4,2
5,2
6,2
7,2
7,3
6,3
7,3
7,4
6,4
6,5
6,4
5,4
4,4
5,4
2,8
1,8
1,7
1,8
0,8
0,7
0,8
0,9
0,8
5,8
5,7
1,3
8,5
