Depth 100,Depth 1000
-101,-1
999,999
-101,-101
999,-101
-101,999
-101,999
-101,-101
999,999
-101,-101
-101,-101
-101,-101
999,999
999,999
-101,999
999,999
-1,999
-101,-101
999,-101
999,999
-101,999
-101,-101
999,999
-101,-101
999,-101
-101,-101
-101,999
999,999
-101,-101
-101,-101
-101,-101
-101,999
-101,-101
999,-101
999,999
999,999
999,999
-101,999
-1,-101
-101,999
-101,-101
999,-101
-101,-101
-101,-101
999,-101
-101,999
-101,-101
999,-101
999,999
-101,-101
999,999
