Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,0,1,-1
0,5,2,0,2,-1
0,5,3,1,2,-1
1,6,3,0,2,-1
2,6,2,0,1,-1
0,6,3,0,0,-1
1,7,3,0,1,-1
0,7,4,0,0,-1
0,7,5,1,0,-1
0,7,6,0,0,-1
2,7,5,0,1,-1
0,7,6,1,1,-1
1,8,6,1,0,-1
1,9,6,2,0,-1
2,9,5,1,0,-1
2,9,4,1,1,-1
3,8,4,2,1,-1
0,8,5,1,1,-1
0,8,6,0,1,-1
3,7,6,0,0,-1
1,8,6,1,0,-1
1,9,6,0,0,-1
3,8,6,0,1,-1
0,8,7,1,1,-1
1,9,7,1,2,-1
1,10,7,1,1,-1
2,10,6,1,0,-1
3,9,6,0,0,-1
1,10,6,0,1,-1
0,10,7,1,1,-1
0,10,8,1,0,-1
2,10,7,2,0,-1
0,10,8,2,1,-1
0,10,9,2,0,-1
3,9,9,3,0,-1
0,9,10,4,1,-1
3,8,10,4,1,-1
1,9,10,4,3,-1
2,9,9,5,4,-1
1,10,9,6,5,-1
0,10,10,6,6,-1
3,9,10,5,5,-1
3,8,10,5,7,-1
1,9,10,6,7,-1
1,10,10,6,6,-1
2,10,9,6,4,-1
0,10,10,6,4,-1
3,9,10,6,6,-1
3,8,10,7,5,-1
2,8,9,7,7,-1
2,8,8,8,8,-1001
2,8,8,8,8,-1001
