Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-886.7329613183592,0,5,24.77811288833618,-1006.0
-886.7329613183592,1,5,19.94119620323181,-1006.0
-908.4440628906249,2,4,20.17516803741455,-1005.0
-886.7329613183592,3,5,19.824279069900513,-1006.0
-886.7329613183592,4,5,18.593519926071167,-1006.0
-786.0527656430365,5,10,27.41299295425415,-1011.0
-805.1823237364478,6,9,26.362680912017822,-1010.0
-930.7118593749999,7,3,14.966613054275513,-1004.0
-824.8023833194335,8,8,24.50126314163208,-1009.0
-930.7118593749999,9,3,15.77374005317688,-1004.0
-930.7118593749999,10,3,15.205729961395264,-1004.0
-805.1823237364478,11,9,31.23838496208191,-1010.0
-767.4014465019607,12,11,32.076184034347534,-1012.0
-805.1823237364478,13,9,31.378768920898438,-1010.0
-786.0527656430365,14,10,26.476036071777344,-1011.0
-805.1823237364478,15,9,31.077334880828857,-1010.0
-680.9102818562571,16,16,50.03054094314575,-1017.0
-930.7118593749999,17,3,15.576144933700562,-1004.0
-930.7118593749999,18,3,12.63288402557373,-1004.0
-930.7118593749999,19,3,14.950984001159668,-1004.0
-930.7118593749999,20,3,14.000996112823486,-1004.0
-930.7118593749999,21,3,13.599778175354004,-1004.0
-805.1823237364478,22,9,26.090511083602905,-1010.0
-930.7118593749999,23,3,14.492444038391113,-1004.0
-844.9255213532653,24,7,22.882142066955566,-1008.0
