Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,0,-1
1,6,1,0,0,-1
3,5,1,0,1,-1
2,5,0,0,2,-1
0,5,1,0,1,-1
1,6,1,0,2,-1
3,5,1,0,1,-1
2,5,0,0,0,-1
0,5,1,0,1,-1
1,6,1,0,0,-1
1,7,1,1,0,-1
2,7,0,0,0,-1
0,7,1,0,1,-1
0,7,2,0,2,-1
1,8,2,0,1,-1
1,9,2,0,2,-1
0,9,3,0,1,-1
2,9,2,0,2,-1
1,10,2,1,2,-1
2,10,1,1,1,-1
2,10,0,0,1,-1
0,10,1,1,1,-1
2,10,0,1,0,-1
0,10,1,2,0,-1
2,10,0,1,0,-1
3,9,0,0,0,-1
1,10,0,0,1,-1
0,10,1,0,0,-1
0,10,2,0,1,-1
0,10,3,0,0,-1
3,9,3,0,1,-1
1,10,3,0,0,-1
0,10,4,1,0,-1
0,10,5,2,0,-1
0,10,6,1,0,-1
0,10,7,1,1,-1
0,10,8,1,2,-1
3,9,8,2,3,-1
3,8,8,3,3,-1
3,7,8,2,3,-1
3,6,8,3,3,-1
0,6,9,2,3,-1
3,5,9,3,3,-1
3,4,9,2,3,-1
1,5,9,3,3,-1
0,5,10,2,3,999
0,5,10,2,3,999
