Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
1,8,0,1,1,0,-1
1,9,0,1,0,0,-1
1,10,0,1,2,0,-1
0,10,1,1,1,1,-1
1,11,1,1,3,1,-1
0,11,2,0,3,0,-1
0,11,3,0,4,0,-1
1,12,3,0,5,0,-1
0,12,4,0,4,0,-1
1,13,4,0,5,0,-1
0,13,5,0,6,0,-1
0,13,6,0,7,0,-1
0,13,7,0,8,0,-1
3,12,7,0,9,0,-1
3,11,7,0,10,0,-1
0,11,8,0,10,1,-1
0,11,9,1,11,1,-1
3,10,9,0,11,0,-1
0,10,10,0,11,1,-1
0,10,11,0,10,1,-1
3,9,11,0,9,1,-1
0,9,12,0,10,1,-1
0,9,13,0,9,1,-1
0,9,14,0,8,1,-1
3,8,14,0,8,0,-1
3,7,14,0,7,0,999
3,7,14,0,7,0,999
