Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-953.550625,0,2,0.002710103988647461,-1003.0
-930.7118593749999,1,3,0.0033659934997558594,-1004.0
-930.7118593749999,2,3,0.003371000289916992,-1004.0
-908.4440628906249,3,4,0.004045963287353516,-1005.0
-886.7329613183592,4,5,0.004726886749267578,-1006.0
-953.550625,5,2,0.0023779869079589844,-1003.0
-824.8023833194335,6,8,0.007565021514892578,-1009.0
-844.9255213532653,7,7,0.006724119186401367,-1008.0
-908.4440628906249,8,4,0.003963947296142578,-1005.0
-824.8023833194335,9,8,0.007870912551879883,-1009.0
-953.550625,10,2,0.0024499893188476562,-1003.0
-976.975,11,1,0.0014801025390625,-1002.0
-886.7329613183592,12,5,0.004914045333862305,-1006.0
-844.9255213532653,13,7,0.006880998611450195,-1008.0
-953.550625,14,2,0.002635955810546875,-1003.0
-731.4860000809261,15,13,0.011734962463378906,-1014.0
-930.7118593749999,16,3,0.0031969547271728516,-1004.0
-976.975,17,1,0.0016360282897949219,-1002.0
-865.5646372854002,18,6,0.0059850215911865234,-1007.0
-749.2164103394115,19,12,0.01164698600769043,-1013.0
-886.7329613183592,20,5,0.005697011947631836,-1006.0
-953.550625,21,2,0.00483393669128418,-1003.0
-930.7118593749999,22,3,0.0033111572265625,-1004.0
-844.9255213532653,23,7,0.006716012954711914,-1008.0
-844.9255213532653,24,7,0.007149934768676758,-1008.0
