Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-930.7118593749999,0,3,6.412149906158447,-1004.0
-908.4440628906249,1,4,7.563502073287964,-1005.0
-886.7329613183592,2,5,9.387084007263184,-1006.0
-697.3438788269304,3,15,21.709187984466553,-1016.0
-908.4440628906249,4,4,7.9106080532073975,-1005.0
-930.7118593749999,5,3,7.1105358600616455,-1004.0
-844.9255213532653,6,7,10.823531866073608,-1008.0
-886.7329613183592,7,5,12.293734073638916,-1006.0
-865.5646372854002,8,6,9.36397409439087,-1007.0
-886.7329613183592,9,5,8.883270025253296,-1006.0
-930.7118593749999,10,3,7.452980041503906,-1004.0
-930.7118593749999,11,3,8.087450981140137,-1004.0
-930.7118593749999,12,3,7.812105894088745,-1004.0
-886.7329613183592,13,5,10.262791872024536,-1006.0
-908.4440628906249,14,4,7.234334945678711,-1005.0
-930.7118593749999,15,3,7.232522010803223,-1004.0
-844.9255213532653,16,7,11.485738039016724,-1008.0
-930.7118593749999,17,3,6.92546010017395,-1004.0
-805.1823237364478,18,9,15.806331872940063,-1010.0
-844.9255213532653,19,7,10.94667100906372,-1008.0
-930.7118593749999,20,3,7.50341796875,-1004.0
-749.2164103394115,21,12,17.745867013931274,-1013.0
-767.4014465019607,22,11,15.704755067825317,-1012.0
-930.7118593749999,23,3,7.105048894882202,-1004.0
-930.7118593749999,24,3,6.732961177825928,-1004.0
