Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
707.610774281043,0,13,56.32834792137146,986.0
707.610774281043,1,13,66.18517398834229,986.0
707.610774281043,2,13,55.13950991630554,986.0
670.6974923009166,3,15,65.60245013237,984.0
670.6974923009166,4,15,59.9242799282074,984.0
746.4413141680927,5,11,48.524595975875854,988.0
602.2487176898924,6,19,99.30431413650513,980.0
635.6068036185586,7,17,76.77316498756409,982.0
746.4413141680927,8,11,45.5875198841095,988.0
670.6974923009166,9,15,66.21916699409485,984.0
746.4413141680927,10,11,44.347692012786865,988.0
707.610774281043,11,13,59.646514892578125,986.0
670.6974923009166,12,15,69.65720510482788,984.0
-749.2164103394115,13,12,55.57972598075867,-1013.0
787.2886934049628,14,9,35.76636600494385,990.0
635.6068036185586,15,17,96.13070297241211,982.0
707.610774281043,16,13,44.131925106048584,986.0
787.2886934049628,17,9,37.69367289543152,990.0
670.6974923009166,18,15,59.714608907699585,984.0
746.4413141680927,19,11,48.443557024002075,988.0
-731.4860000809261,20,13,41.03361797332764,-1014.0
-39.81334547647013,21,211,3632.0236160755157,-212.0
746.4413141680927,22,11,42.3108332157135,988.0
635.6068036185586,23,17,85.50141906738281,982.0
670.6974923009166,24,15,58.37369108200073,984.0
