X,Y
7,9
8,9
8,10
8,9
7,4
6,4
6,3
7,3
7,4
8,4
7,4
0,7
0,8
1,8
1,9
1,10
0,10
1,10
2,10
8,2
9,2
10,2
10,3
9,3
10,3
9,3
9,0
