Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,14,12,0
0,7,1,0,14,13,-1
2,7,0,0,13,13,-1
3,6,0,0,12,13,-1
3,5,0,0,12,12,-1
1,6,0,0,12,13,-1
3,5,0,0,12,12,-1
0,5,1,0,12,13,-1
0,5,2,0,11,13,-1
2,5,1,0,10,13,-1
0,5,2,0,10,12,-1
1,6,2,0,10,13,-1
2,6,1,0,10,12,-1
0,6,2,0,10,11,-1
0,6,3,0,10,12,-1
0,6,4,0,9,12,-1
0,6,5,0,8,12,-1
2,6,4,0,7,12,-1
0,6,5,0,6,12,-1
3,5,5,1,6,11,-1
3,4,5,1,6,9,-1
2,4,4,1,5,8,-1
2,4,3,1,5,7,-1
1,5,3,0,5,5,-1
2,5,2,1,4,4,-1
2,5,1,1,5,3,-1
3,4,1,1,5,1,-1
2,4,0,1,6,2,-1
3,3,0,1,5,2,-1
1,4,0,1,5,1,-1
3,3,0,1,4,1,-1
1,4,0,1,4,0,-101
1,4,0,1,4,0,-101
