Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,1,-1
1,7,0,3,1,-1
1,8,0,4,1,-1
0,8,1,4,0,-1
1,9,1,5,0,-1
0,9,2,5,1,-1
2,9,1,6,1,-1
0,9,2,6,0,-1
2,9,1,5,1,-1
3,8,1,6,1,-1
1,9,1,5,1,-1
3,8,1,6,1,-1
1,9,1,6,0,-1
0,9,2,7,0,-1
2,9,1,6,0,-1
0,9,2,5,0,-1
2,9,1,7,0,-1
0,9,2,6,0,-1
2,9,1,5,0,-1
3,8,1,4,0,-1
1,9,1,5,0,-1
0,9,2,6,0,-1
2,9,1,7,0,-1
0,9,2,8,0,-1
2,9,1,8,1,-1
3,8,1,8,0,-1
2,8,0,7,0,-1
3,7,0,6,1,-1
1,8,0,6,0,-1
0,8,1,7,0,-1
1,9,1,8,1,-1
3,8,1,8,0,-1
2,8,0,7,0,-1
3,7,0,6,0,-1
3,6,0,5,0,-1
3,5,0,4,1,-1
1,6,0,5,0,-1
3,5,0,4,0,-1
3,4,0,3,1,-1
1,5,0,4,0,-1
3,4,0,4,0,-1001
3,4,0,4,0,-1001
